scope,layer,mean,std,low_entropy_frac,method
layer,12,3.6168609,,0.0,awq
layer,13,3.5711815,,0.0,awq
layer,14,3.597735,,0.0,awq
layer,15,3.6102226,,0.0,awq
layer,16,3.5953155,,0.0,awq
layer,17,3.5977683,,0.0,awq
layer,18,3.5681148,,0.0,awq
layer,19,3.5267525,,0.0,awq
layer,20,3.3814704,,0.0,awq
layer,21,3.4335163,,0.0,awq
layer,22,3.306419,,0.0,awq
layer,23,3.1890163,,0.0,awq
layer,24,2.906765,,0.0,awq
layer,25,3.0665467,,0.0,awq
layer,26,2.964679,,0.0,awq
layer,27,2.4009593,,0.0,awq
layer,28,2.3521676,,0.0,awq
layer,29,2.0461473,,0.0,awq
layer,30,1.7305956,,0.025,awq
layer,31,1.7629219,,0.0,awq
layer,32,1.27086,,0.075,awq
layer,33,1.1172105,,0.25,awq
layer,34,0.7506874,,0.8,awq
layer,35,0.57094115,,0.975,awq
layer,36,0.5479611,,0.975,awq
layer,37,0.46924466,,1.0,awq
layer,38,0.41684657,,1.0,awq
layer,39,0.2489198,,1.0,awq
global,-1,2.7737005,1.1482511758804321,0.1525,hqq
layer,0,3.6253674,,0.0,hqq
layer,1,3.6253562,,0.0,hqq
layer,2,3.625316,,0.0,hqq
layer,3,3.6252723,,0.0,hqq
layer,4,3.6248176,,0.0,hqq
layer,5,3.6245904,,0.0,hqq
layer,6,3.6217492,,0.0,hqq
layer,7,3.567685,,0.0,hqq
layer,8,3.5887809,,0.0,hqq
layer,9,3.6216729,,0.0,hqq
layer,10,3.611033,,0.0,hqq
layer,11,3.6039414,,0.0,hqq
layer,12,3.6114094,,0.0,hqq
layer,13,3.5478752,,0.0,hqq
layer,14,3.589342,,0.0,hqq
layer,15,3.6069648,,0.0,hqq
layer,16,3.5873265,,0.0,hqq
layer,17,3.5978367,,0.0,hqq
layer,18,3.559848,,0.0,hqq
layer,19,3.5286536,,0.0,hqq
layer,20,3.3510406,,0.0,hqq
layer,21,3.417289,,0.0,hqq
layer,22,3.3133805,,0.0,hqq
layer,23,3.1783001,,0.0,hqq
layer,24,2.9221127,,0.0,hqq
layer,25,3.0676682,,0.0,hqq
layer,26,2.9936075,,0.0,hqq
layer,27,2.530007,,0.0,hqq
layer,28,2.4165192,,0.0,hqq
layer,29,2.1839924,,0.0,hqq
layer,30,1.898297,,0.0,hqq
layer,31,1.9347721,,0.0,hqq
layer,32,1.4370737,,0.025,hqq
layer,33,1.1774937,,0.3,hqq
layer,34,0.74269915,,0.825,hqq
layer,35,0.60230076,,1.0,hqq
layer,36,0.5796019,,0.95,hqq
layer,37,0.4912433,,1.0,hqq
layer,38,0.42484275,,1.0,hqq
layer,39,0.29094625,,1.0,hqq
global,-1,2.79764,1.1136484146118164,0.1375,fp8
layer,0,3.6253674,,0.0,fp8
layer,1,3.6253562,,0.0,fp8
layer,2,3.6253228,,0.0,fp8
layer,3,3.6252732,,0.0,fp8
layer,4,3.6249313,,0.0,fp8
layer,5,3.624736,,0.0,fp8
layer,6,3.6239097,,0.0,fp8
layer,7,3.570551,,0.0,fp8
layer,8,3.588115,,0.0,fp8
layer,9,3.6212375,,0.0,fp8
layer,10,3.6144257,,0.0,fp8
layer,11,3.6107094,,0.0,fp8
layer,12,3.616136,,0.0,fp8
layer,13,3.5697236,,0.0,fp8
layer,14,3.59703,,0.0,fp8
layer,15,3.609427,,0.0,fp8
layer,16,3.5915704,,0.0,fp8
layer,17,3.5987937,,0.0,fp8
layer,18,3.5669549,,0.0,fp8
layer,19,3.527446,,0.0,fp8
layer,20,3.3803067,,0.0,fp8
layer,21,3.4388726,,0.0,fp8
layer,22,3.321886,,0.0,fp8
layer,23,3.2055275,,0.0,fp8
layer,24,2.9125564,,0.0,fp8
layer,25,3.0748417,,0.0,fp8
layer,26,2.9786706,,0.0,fp8
layer,27,2.4732895,,0.0,fp8
layer,28,2.4204698,,0.0,fp8
layer,29,2.1923802,,0.0,fp8
layer,30,1.8944782,,0.0,fp8
layer,31,1.9502205,,0.0,fp8
layer,32,1.4651687,,0.0,fp8
layer,33,1.2941191,,0.125,fp8
layer,34,0.91498625,,0.625,fp8
layer,35,0.7588361,,0.9,fp8
layer,36,0.7059611,,0.875,fp8
layer,37,0.58860415,,0.975,fp8
layer,38,0.5564593,,1.0,fp8
layer,39,0.32095188,,1.0,fp8
global,-1,3.6254084,4.76837158203125e-07,0.0,int4
layer,0,3.625409,,0.0,int4
layer,1,3.625409,,0.0,int4
layer,2,3.625409,,0.0,int4
layer,3,3.625409,,0.0,int4
layer,4,3.625409,,0.0,int4
layer,5,3.625409,,0.0,int4
layer,6,3.625409,,0.0,int4
layer,7,3.625409,,0.0,int4
layer,8,3.625409,,0.0,int4
layer,9,3.625409,,0.0,int4
layer,10,3.625409,,0.0,int4
layer,11,3.625409,,0.0,int4
layer,12,3.625409,,0.0,int4
layer,13,3.625409,,0.0,int4
layer,14,3.625409,,0.0,int4
layer,15,3.625409,,0.0,int4
layer,16,3.625409,,0.0,int4
layer,17,3.625409,,0.0,int4
layer,18,3.625409,,0.0,int4
layer,19,3.625409,,0.0,int4
layer,20,3.625409,,0.0,int4
layer,21,3.625409,,0.0,int4
layer,22,3.625409,,0.0,int4
layer,23,3.625409,,0.0,int4
layer,24,3.625409,,0.0,int4
layer,25,3.625409,,0.0,int4
layer,26,3.625409,,0.0,int4
layer,27,3.625409,,0.0,int4
layer,28,3.625409,,0.0,int4
layer,29,3.625409,,0.0,int4
layer,30,3.625409,,0.0,int4
layer,31,3.625409,,0.0,int4
layer,32,3.625409,,0.0,int4
layer,33,3.625409,,0.0,int4
layer,34,3.625409,,0.0,int4
layer,35,3.625409,,0.0,int4
layer,36,3.625409,,0.0,int4
layer,37,3.625409,,0.0,int4
layer,38,3.625409,,0.0,int4
layer,39,3.625409,,0.0,int4
global,-1,2.788502,1.1316756010055542,0.1475,float16
layer,0,3.6253674,,0.0,float16
layer,1,3.6253562,,0.0,float16
layer,2,3.6253228,,0.0,float16
layer,3,3.6252759,,0.0,float16
layer,4,3.6249428,,0.0,float16
layer,5,3.6247356,,0.0,float16
layer,6,3.623999,,0.0,float16
layer,7,3.568709,,0.0,float16
layer,8,3.5850143,,0.0,float16
layer,9,3.6216397,,0.0,float16
layer,10,3.613788,,0.0,float16
layer,11,3.6098678,,0.0,float16
layer,12,3.6157036,,0.0,float16
layer,13,3.5660577,,0.0,float16
layer,14,3.5969558,,0.0,float16
layer,15,3.6088653,,0.0,float16
layer,16,3.5913093,,0.0,float16
layer,17,3.59825,,0.0,float16
layer,18,3.566236,,0.0,float16
layer,19,3.5166068,,0.0,float16
layer,20,3.3730514,,0.0,float16
layer,21,3.4334755,,0.0,float16
layer,22,3.3308342,,0.0,float16
layer,23,3.219216,,0.0,float16
layer,24,2.9311016,,0.0,float16
layer,25,3.1114295,,0.0,float16
layer,26,3.0096326,,0.0,float16
layer,27,2.501595,,0.0,float16
layer,28,2.430855,,0.0,float16
layer,29,2.17627,,0.0,float16
layer,30,1.8619373,,0.025,float16
layer,31,1.9068768,,0.0,float16
layer,32,1.3967901,,0.025,float16
layer,33,1.224926,,0.225,float16
layer,34,0.8606623,,0.725,float16
layer,35,0.69542915,,0.975,float16
layer,36,0.656417,,0.925,float16
layer,37,0.5660836,,1.0,float16
layer,38,0.5163672,,1.0,float16
layer,39,0.30312753,,1.0,float16
global,-1,3.6254084,4.76837158203125e-07,0.0,int8
layer,0,3.625409,,0.0,int8
layer,1,3.625409,,0.0,int8
layer,2,3.625409,,0.0,int8
layer,3,3.625409,,0.0,int8
layer,4,3.625409,,0.0,int8
layer,5,3.625409,,0.0,int8
layer,6,3.625409,,0.0,int8
layer,7,3.625409,,0.0,int8
layer,8,3.625409,,0.0,int8
layer,9,3.625409,,0.0,int8
layer,10,3.625409,,0.0,int8
layer,11,3.625409,,0.0,int8
layer,12,3.625409,,0.0,int8
layer,13,3.625409,,0.0,int8
layer,14,3.625409,,0.0,int8
layer,15,3.625409,,0.0,int8
layer,16,3.625409,,0.0,int8
layer,17,3.625409,,0.0,int8
layer,18,3.625409,,0.0,int8
layer,19,3.625409,,0.0,int8
layer,20,3.625409,,0.0,int8
layer,21,3.625409,,0.0,int8
layer,22,3.625409,,0.0,int8
layer,23,3.625409,,0.0,int8
layer,24,3.625409,,0.0,int8
layer,25,3.625409,,0.0,int8
layer,26,3.625409,,0.0,int8
layer,27,3.625409,,0.0,int8
layer,28,3.625409,,0.0,int8
layer,29,3.625409,,0.0,int8
layer,30,3.625409,,0.0,int8
layer,31,3.625409,,0.0,int8
layer,32,3.625409,,0.0,int8
layer,33,3.625409,,0.0,int8
layer,34,3.625409,,0.0,int8
layer,35,3.625409,,0.0,int8
layer,36,3.625409,,0.0,int8
layer,37,3.625409,,0.0,int8
layer,38,3.625409,,0.0,int8
layer,39,3.625409,,0.0,int8
global,-1,2.7928357,1.119970679283142,0.135,gptq
layer,0,3.6253674,,0.0,gptq
layer,1,3.6253562,,0.0,gptq
layer,2,3.6253257,,0.0,gptq
layer,3,3.625291,,0.0,gptq
layer,4,3.6250458,,0.0,gptq
layer,5,3.6248431,,0.0,gptq
layer,6,3.6242995,,0.0,gptq
layer,7,3.5823905,,0.0,gptq
layer,8,3.584673,,0.0,gptq
layer,9,3.6219113,,0.0,gptq
layer,10,3.6146252,,0.0,gptq
layer,11,3.60928,,0.0,gptq
layer,12,3.6148582,,0.0,gptq
layer,13,3.5629086,,0.0,gptq
layer,14,3.5983233,,0.0,gptq
layer,15,3.6103604,,0.0,gptq
layer,16,3.5933623,,0.0,gptq
layer,17,3.601818,,0.0,gptq
layer,18,3.5691566,,0.0,gptq
layer,19,3.5303159,,0.0,gptq
layer,20,3.3767345,,0.0,gptq
layer,21,3.4292862,,0.0,gptq
layer,22,3.3329608,,0.0,gptq
layer,23,3.1847863,,0.0,gptq
layer,24,2.9007075,,0.0,gptq
layer,25,3.0761883,,0.0,gptq
layer,26,2.983711,,0.0,gptq
layer,27,2.5003614,,0.0,gptq
layer,28,2.3999686,,0.0,gptq
layer,29,2.1453226,,0.0,gptq
layer,30,1.8930845,,0.0,gptq
layer,31,1.9370539,,0.0,gptq
layer,32,1.4685671,,0.0,gptq
layer,33,1.2932757,,0.125,gptq
layer,34,0.8821424,,0.65,gptq
layer,35,0.7479147,,0.875,gptq
layer,36,0.67633617,,0.775,gptq
layer,37,0.5701442,,0.975,gptq
layer,38,0.5438868,,1.0,gptq
layer,39,0.3014869,,1.0,gptq
